Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Es können alle stringbasierten Druckersprachen verwendet werden. Das Schreiben von Rohbefehlen erfordert Kenntnisse der vom Druckerhersteller bereitgestellten Druckersprache. Informationen zum Schreiben der nativen Befehle finden Sie im Entwicklerhandbuch des Druckerherstellers. Diese Befehle werden serverseitig mit der Jinja-Templating-Sprache gerendert.,
App,Anwendung,
App ID,App-ID,
App Logo,Anwendungslogo,
App Name,App-Name,
Append Emails to Sent Folder,E-Mails an gesendeten Ordner anhängen,
Append To,Anhängen an,
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Als Kommunikation an diesen DocType anhängen (muss Felder haben: ""Absender"" und ""Betreff""). Diese Felder können im Abschnitt E-Mail-Einstellungen des angehängten DocTyps definiert werden.",
Applicable For,Anwenden für,
Application Logo,Anwendungslogo,
Application Name,Anwendungsname,
Application Version,Anwendungsversion,
Applied On,Angewandt auf,
Apply Strict User Permissions,Strenge Benutzerberechtigungen anwenden,
Apply To,Anwenden auf,
Apply To All Document Types,Auf alle Dokumenttypen anwenden,
Apply User Permission On,Benutzer-Berechtigung anwenden auf,
Apply document permissions,Dokumentberechtigungen anwenden,
Apply this rule if the User is the Owner,"Diese Regel anwenden, wenn der Benutzer gleich dem Besitzer ist",
Apps,Apps,
Archived,Archiviert,
Arguments,Argumente,
Arial,Arial,
Assign Condition,Zuweisungsbedingung,
Assign To Users,Benutzern zuweisen,
Assigned,Zugewiesen,
Assigned By,Zugewiesen von,
Assigned By Full Name,Zugewiesen von (vollständiger Name),
Assignment,Zuordnung,
Assignment Completed,Zuweisung abgeschlossen,
Assignment Days,Zuweisungstage,
Assignment Rule,Zuweisungsregel,
Assignment Rule Day,Tag der Zuweisungsregel,
Assignment Rule User,Zuweisungsregel Benutzer,
Assignment Rules,Zuweisungsregeln,
Assignments,Zuordnungen,
Attach,Anhängen,
Attach Image,Bild anhängen,
Attach Package,Paket anhängen,
Attach Print,Ausdruck anhängen,
Attached File,Angehängte Datei,
Attached To DocType,Angehängt an DocType,
Attached To Field,Angehängt an Feld,
Attached To Name,Angehängt an Dokument,
Attachment,Anhang,
Attachment Limit (MB),Anhangslimit (MB),
Attachment Link,Anhang Link,
Attachment Removed,Anlage entfernt,
Attachments,Anhänge,
Audit System Hooks,System Hooks überprüfen,
Audit Trail,Prüfprotokoll,
Auth URL Data,Authentifizierungs-URL-Daten,
Authenticate as Service Principal,Als Service Principal authentifizieren,
Authentication,Authentifizierung,
Author,Autor,
Authorization Code,Autorisierungscode,
Authorization URI,Autorisierungs-URI,
Authorize API Access,API-Zugriff autorisieren,
Authorize API Indexing  Access,API-Indizierungszugriff autorisieren,
Authorize Google Calendar Access,Zugriff auf Google Kalender autorisieren,
Authorize Google Contacts Access,Zugriff auf Google Kontakte autorisieren,
Authorize URL,URL autorisieren,
Authorized,Autorisiert,
Auto,Auto,
Auto Email Report,Auto Email-Bericht,
Auto Name,Automatische Benennung,
Auto Repeat,Automatische Wiederholung,
Auto Repeat Day,Tag mit automatischer Wiederholung,
Auto Reply,Automatische Antwort,
Auto Reply Message,Automatische Antwortnachricht,
Auto follow documents that are assigned to you,"Dokumenten, denen Sie zugewiesen sind, automatisch folgen",
Auto follow documents that are shared with you,"Dokumenten, die mit Ihnen geteilt werden, automatisch folgen",
Auto follow documents that you Like,"Dokumenten, die Ihnen gefallen, automatisch folgen",
Auto follow documents that you comment on,"Dokumenten, die Sie kommentiert haben, automatisch folgen",
Auto follow documents that you create,"Dokumenten, die Sie erstellen, automatisch folgen",
Autocomplete,Autovervollständigung,
Autoincrement,Autoinkrement,
Automated Message,Automatisierte Nachricht,
Automatic,Automatisch,
Automatically Assign Documents to Users,Dokumente automatisch Benutzern zuweisen,
Automatically delete account within (hours),Konto automatisch löschen innerhalb von (Stunden),
Automation,Automatisierung,
Avatar,Avatar,
Average,Durchschnittlich,
Awaiting Password,Warten auf Passwort,
Awaiting password,Warten auf Passwort,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,BCC,
Background Color,Hintergrundfarbe,
Background Image,Hintergrundbild,
Background Jobs,Hintergrundprozesse,
Background Jobs Check,Überprüfung von Hintergrundprozessen,
Background Jobs Queue,Warteschlange für Hintergrundaufträge,
Background Workers,Hintergrundprozesse,
Backups,Backups,
Backups (MB),Backups (MB),
Banker's Rounding,Symmetrisches Runden,
Banker's Rounding (legacy),Symmetrisches Runden (alt),
Banner,Banner,
Banner HTML,Banner-HTML,
Banner Image,Banner-Bild,
Banner is above the Top Menu Bar.,Banner über der oberen Menüleiste.,
Bar,Balken,
Barcode,Barcode,
Base Distinguished Name (DN),kennzeichnender Name (DN),
Base URL,Basis-URL,
Based On,Basiert auf,
Based on Field,Basierend auf Feld,
Based on Permissions For User,Basierend auf Berechtigungen des Nutzers,
Basic,Basic,
Basic Info,Grundlegende Informationen,
Before Cancel,Vor dem Stornieren,
Before Delete,Vor dem Löschen,
Before Discard,Vor Verwerfen,
Before Insert,Vor dem Erstellen,
Before Print,Vor dem Drucken,
Before Rename,Vor dem Umbenennen,
Before Save,Vor dem Speichern,
Before Save (Submitted Document),Vor dem Speichern (gebuchtes Dokument),
Before Submit,Vor dem Buchen,
Before Validate,Vor der Validierung,
Beginner,Anfänger,
Beta,Beta,
Billing,Abrechnung,
Binary Logging,Binäre Protokollierung,
Bio,Lebenslauf,
Birth Date,Geburtsdatum,
Block Module,Block-Modul,
Block Modules,Module sperren,
Blocked,Gesperrt,
Blog Category,Blog-Kategorie,
Blog Intro,Blog-Einleitung,
Blog Introduction,Blog-Einleitung,
Blog Post,Blog-Eintrag,
Blog Settings,Blog-Einstellungen,
Blog Title,Blog Titel,
Blogger,Blogger,
Blue,Blau,
Bold,Fett,
Bot,Bot,
Bottom,Unten,
Bottom Center,Unten Mitte,
Bottom Left,Unten links,
Bottom Right,Unten rechts,
Bounced,Abgeprallt,
Brand,Marke,
Brand HTML,Marke HTML,
Brand Image,Markenbild,
Brand Logo,Markenlogo,
Breadcrumbs,Breadcrumbs,
Browse by category,Nach Kategorie suchen,
Browser,Browser,
Browser Version,Browser-Version,
Brute Force Security,Brute-Force-Sicherheit,
Bufferpool Size,Pufferpoolgröße,
Bulk Actions,Stapelverarbeitung,
Bulk Update,Massen-Update,
Button,Button,
Button Gradients,Buttons mit Verläufen,
Button Rounded Corners,Buttons mit abgerundeten Ecken,
Button Shadows,Buttons mit Schatten,
"By ""Naming Series"" field","Nach ""Nummernkreis""-Feld",
By fieldname,Nach Feldname,
By script,Per Skript,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,"Überprüfung der eingeschränkten IP-Adresse umgehen, wenn Zwei-Faktor-Authentifizierung aktiviert ist",
Bypass Two Factor Auth for users who login from restricted IP Address,Zwei Faktor Autorisierung für Benutzer aus eingeschränktem IP-Adressraum übergehen.,
Bypass restricted IP Address check If Two Factor Auth Enabled,"Eingeschränkte IP-Adressenprüfung umgehen, wenn Zwei-Faktor-Authentifizierung aktiviert ist",
C5E,C5E,
CC,CC,
CMD,CMD,
CSS,CSS,
CSS Class,CSS-Klasse,
CSS selector for the element you want to highlight.,"CSS-Selektor für das Element, das Sie hervorheben möchten.",
CSV,CSV,
CTA Label,Aufruf zum Handeln: Label,
CTA URL,Aufruf zum Handeln: URL,
Cache,Cache,
Calendar,Kalender,
Calendar Name,Kalendername,
Calendar View,Kalenderansicht,
Call,Anruf,
Call To Action,Aufruf zum Handeln,
Call To Action URL,Aufruf zum Handeln: URL,
Call to Action,Aufruf zum Handeln,
Callback Message,Rückrufnachricht,
Callback Title,Rückruftitel,
Campaign,Kampagne,
Campaign Description (Optional),Kampagnenbeschreibung (optional),
Can only list down the document types which has been linked to the User document type.,"Kann nur die Dokumenttypen auflisten, die mit dem Dokumenttyp Benutzer verknüpft sind.",
Cancel,Stornieren,
Cancelled,Storniert,
Card,Karte,
Card Break,Neue Karte,
Cards,Karten,
Category,Kategorie,
Category Description,Kategoriebeschreibung,
Category Name,Kategoriename,
Center,Mittig,
Chaining Hash,Kettenhash,
Change Label (via Custom Translation),Bezeichnung ändern (über benutzerdefinierte Übersetzung),
Change Password,Kennwort ändern,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Ändern Sie die initiale bzw. aktuelle Sequenznummer eines bestehenden Nummernkreises. <br>

Warnung: Eine fehlerhafte Aktualisierung der Zähler kann dazu führen, dass keine neuen Dokumente erstellt werden können. ",
Changed at,Geändert am,
Changed by,Geändert durch,
Changelog Feed,Änderungsprotokoll-Feed,
Changes,Änderungen,
Channel,Kanal,
Chart,Diagramm,
Chart Configuration,Diagrammkonfiguration,
Chart Name,Diagrammname,
Chart Options,Diagrammoptionen,
Chart Source,Diagrammquelle,
Chart Type,Diagramm Typ,
Charts,Diagramme,
Chat,Unterhaltung,
Check,Kontrollkästchen,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,"Aktivieren, falls der Benutzer gezwungen sein soll, vor dem Speichern einen Nummernkreis auszuwählen. Bei Aktivierung gibt es keine Voreinstellung.",
"Check to display the full numeric value (e.g., 1,234,567 instead of 1.2M).","Aktivieren Sie diese Option, um den vollständigen numerischen Wert anzuzeigen (z.B. 1.234.567 statt 1,2M).",
Checking this will hide custom doctypes and reports cards in Links section,"Wenn Sie diese Option aktivieren, werden benutzerdefinierte Dokumenttypen und Berichtskarten im Abschnitt „Verknüpfungen“ ausgeblendet",
Checksum Version,Version Prüfsumme,
Child Doctype,Untergeordneter DocType,
Child Tables are shown as a Grid in other DocTypes,Untergeordnete Tabellen werden in anderen DocTypes als Raster angezeigt,
Choose authentication method to be used by all users,"Wählen Sie die Authentifizierungsmethode, die von allen Benutzern verwendet werden soll",
City,Ort,
City/Town,Ort/Stadt,
Clear Logs After (days),Protokolle löschen nach (in Tagen),
Clicked,Angeklickt,
Client,Kunde,
Client Code,Kundenspezifischer Code,
Client Credentials,Mandant-Zugangsdaten,
Client ID,Client-ID,
Client Id,Client-ID,
Client Information,Mandanteninformationen,
Client Script,Clientskript,
Client Secret,Mandanten-Geheimnis,
Client URLs,Mandanten-URLs,
Client script,Client-Skript,
Close Condition,"Bedingung, unter der die Zuweisung als erledigt markiert wird",
Closed,Geschlossen,
Code,Code,
Code Challenge,Code Challenge,
Code Editor Type,Code-Editor-Typ,
Code challenge method,Code-Challenge-Methode,
Collapsible,Zusammenklappbar,
Collapsible Depends On,Zusammenklappbar hängt ab von,
Collapsible Depends On (JS),Zusammenklappbar hängt ab von (JS),
Color,Farbe,
Column,Spalte,
Column Break,Neue Spalte,
Column Name,Spaltenname,
Columns,Spalten,
Columns / Fields,Spalten / Felder,
Comm10E,Comm10E,
Comment,Kommentar,
Comment By,Kommentar von,
Comment Email,Kommentar E-Mail,
Comment Type,Kommentarart,
Comment limit,Kommentarlimit,
Comment limit per hour,Kommentarlimit pro Stunde,
Comments and Communications will be associated with this linked document,Kommentare und Kommunikation werden diesem verknüpfte Dokument zugeordnet.,
Commercial Rounding,Kaufmännisches Runden,
Commit,Persistieren,
Committed,Persistiert,
Communication,Kommunikation,
Communication Link,Kommunikationsverbindung,
Communication Type,Kommunikationsart,
Compact Item Print,Artikel kompakt drucken,
Company History,Unternehmensgeschichte,
Company Introduction,Vorstellung des Unternehmens,
Company Name,Firma,
Complete,Komplett,
Completed,Abgeschlossen,
Completed By Role,Abgeschlossen durch Rolle,
Completed By User,Abgeschlossen von Benutzer,
Component,Komponente,
Compressed,Komprimiert,
Condition,Bedingung,
Condition JSON,Bedingung JSON,
Condition description,Bedingungsbeschreibung,
Conditions,Bedingungen,
Configuration,Konfiguration,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Legen Sie fest, wie berichtigte Dokumente benannt werden sollen.<br>

Standardmäßig wird ein Berichtigungszähler verwendet, der am Ende des Originalnamens eine Zahl anhängt, die die berichtigte Version angibt. <br>

Die Standardbenennung bewirkt, dass sich das berichtigte Dokument genauso verhält wie neue Dokumente.",
"Configure various aspects of how document naming works like naming series, current counter.","Konfigurieren Sie verschiedene Aspekte der Funktionsweise der Dokumentbenennung, z. B. die Nummernkreise und den aktuellen Zähler.",
Confirmation Email Template,Bestätigungs-E-Mail-Vorlage,
Connected App,Verbundene Anwendung,
Connected User,Verbundener Benutzer,
Connections,Verknüpfungen,
Console,Konsole,
Console Log,Konsolenprotokoll,
Constraints,Einschränkungen,
Contact,Kontakt,
Contact Details,Kontakt-Details,
Contact Email,Kontakt-E-Mail,
Contact Numbers,Kontaktnummern,
Contact Phone,Kontakt-Telefon,
Contact Us Settings,Einstellungen zu „Kontaktieren Sie uns“,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontaktalternativen wie „Vertriebsanfrage"", ""Support-Anfrage“ usw., jede in einer neuen Zeile oder durch Kommas getrennt.",
Contacts,Kontakte,
Content,Inhalt,
Content (HTML),Inhalt (HTML),
Content (Markdown),Inhalt (Markdown),
Content Hash,Inhalts-Hash,
Content Type,Inhaltstyp,
Context,Kontext,
Context Script,Kontextskript,
Contributed,Beigetragen,
Contribution Document Name,Name des Beitragsdokuments,
Contribution Status,Beitragsstatus,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Steuert, ob sich neue Benutzer mit diesem Social Login Key anmelden können. Wenn nicht eingestellt, werden die Website-Einstellungen berücksichtigt.",
Copyright,Copyright,
Core,Kern,
Count,Anzahl,
Count Filter,Filter zählen,
Counter,Zähler,
Country,Land,
Country Name,Ländername,
County,Landesbezirk/Gemeinde/Kreis,
Create,Erstellen,
Create Contacts from Incoming Emails,Kontakte aus eingehenden E-Mails erstellen,
Create Entry,Eintrag erstellen,
Create Log,Protokoll erstellen,
Created,Erstellt,
Created At,Erstellt am,
Cron,Cron,
Cron Format,Cron Format,
Currency,Währung,
Currency Name,Währungsname,
Currency Precision,Währungsgenauigkeit,
"Currency list stores the currency value, its symbol and fraction unit","Die Liste der Währungen enthält deren Bezeichnung, Symbol und Untereinheit",
Current,Aktuell,
Current Job ID,Aktuelle Job-ID,
Current Value,Aktueller Wert,
Custom,Benutzerdefiniert,
Custom Base URL,Benutzerdefinierte Basis-URL,
Custom Block Name,Benutzerdefinierter Blockname,
Custom Blocks,Benutzerdefinierte Blöcke,
Custom CSS,Benutzerdefiniertes CSS,
Custom Configuration,Benutzerdefinierte Konfiguration,
Custom Delimiters,Benutzerdefinierte Trennzeichen,
Custom DocPerm,Benutzerdefinierte DocPerm,
Custom Document Types (Select Permission),"Benutzerdefinierte DocTypes (Berechtigung ""auswählen"")",
Custom Field,Benutzerdefiniertes Feld,
Custom Footer,Benutzerdefinierte Fußzeile,
Custom Format,Benutzerdefiniertes Format,
Custom Group Search,Benutzerdefinierte Gruppensuche,
Custom HTML Block,Benutzerdefinierter HTML-Block,
Custom HTML Help,Benutzerdefinierte HTML-Hilfe,
Custom Label,Benutzerdefinierte Bezeichnung,
Custom Menu Items,Benutzerdefinierte Menüelemente,
Custom Options,Benutzerdefinierte Optionen,
Custom Overrides,Benutzerdefinierte Überschreibungen,
Custom Report,Benutzerdefinierter Bericht,
Custom Role,benutzerdefinierte Rolle,
Custom SCSS,Benutzerdefiniertes SCSS,
Custom Sidebar Menu,Benutzerdefiniertes Seitenleistenmenü,
Custom?,Benutzerdefiniert?,
Customization,Anpassung,
Customize Form,Formular anpassen,
Customize Form Field,Formularfeld anpassen,
Cyan,Türkis,
DELETE,DELETE,
DESC,Absteigend,
DLE,DLE,
Daily,Täglich,
Daily Long,Täglich lang,
Daily Maintenance,Tägliche Wartung,
Danger,Gefahr,
Dark,Dunkel,
Dark Color,Dunkle Farbe,
Dashboard,Dashboard,
Dashboard Chart,Dashboard-Diagramm,
Dashboard Chart Field,Dashboard-Diagrammfeld,
Dashboard Chart Link,Dashboard-Diagramm-Link,
Dashboard Chart Source,Dashboard-Diagrammquelle,
Dashboard Manager,Dashboard-Manager,
Dashboard Name,Name des Dashboards,
Dashboard Settings,Dashboard-Einstellungen,
Dashboards,Dashboards,
Data,Daten,
Data Export,Datenexport,
Data Import,Datenimport,
Data Import Log,Datenimportprotokoll,
Database,Datenbank,
Database Engine,Datenbank-Engine,
Database Processes,Datenbankprozesse,
Database Storage Usage By Tables,Datenbankspeichernutzung nach Tabellen,
Database Version,Datenbankversion,
Date,Datum,
Date Format,Datumsformat,
Date Range,Datumsbereich,
Date and Number Format,Datums- und Zahlenformat,
Datetime,Datum und Uhrzeit,
Day,Tag,
Day of Week,Wochentag,
Days After,Tage nach,
Days Before,Tage vor,
Days Before or After,Tage davor oder danach,
Debug Log,Debug-Protokoll,
Default,Standard,
Default Amendment Naming,Standardmäßige Benennung von Berichtigungen,
Default App,Standard-App,
Default Email Template,Standard E-Mailvorlage,
Default Incoming,Standard-Eingang,
Default Letter Head,Standardbriefkopf,
Default Naming,Standard-Benennung,
Default Outgoing,Standard-Ausgang,
Default Portal Home,Standard-Portal Startseite,
Default Print Format,Standarddruckformat,
Default Print Language,Standarddrucksprache,
Default Redirect URI,Standard Weiterleitungs URI,
Default Role at Time of Signup,Standardrolle bei Neuanmeldungen,
Default Sort Field,Standard-Sortierfeld,
Default Sort Order,Standard-Sortierreihenfolge,
Default Template For Field,Standardvorlage für Feld,
Default User Role,Standard-Benutzerrolle,
Default User Type,Standard-Benutzertyp,
Default Value,Standardwert,
Default View,Standardansicht,
Default Workspace,Standardarbeitsbereich,
Default display currency,Standard-Display-Währung,
"Default: ""Contact Us""",Standardeinstellung: „Kontaktieren Sie uns“,
DefaultValue,Standardwert,
Defaults,Standardeinstellungen,
Defines actions on states and the next step and allowed roles.,Definiert Aktionen für Zustände und den nächsten Schritt sowie erlaubte Rollen.,
Defines workflow states and rules for a document.,Definiert Workflow-Status und Regeln für ein Dokument.,
Delayed,Verzögert,
Delete,Löschen,
Deleted,Gelöscht,
Deleted DocType,Gelöschter DocType,
Deleted Document,gelöschtes Dokument,
Deleted Name,Gelöschte Namen,
Deletion Steps ,Schritte zur Löschung ,
Delimiter Options,Trennzeichenoptionen,
Delivery Status,Lieferstatus,
Deny,Ablehnen,
Department,Abteilung,
Dependencies,Abhängigkeiten,
Depends On,Hängt ab von,
Description,Beschreibung,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Beschreibung für Auflistungsseite, im Klartext, nur ein paar Zeilen. (max 200 Zeichen)",
Description to inform the user about any action that is going to be performed,"Beschreibung, um den Benutzer über eine Aktion zu informieren, die durchgeführt werden soll",
Designation,Position,
Desk Access,Schreibtisch-Zugang,
Desk Settings,Einstellungen für den Schreibtisch,
Desk Theme,Schreibtisch-Design,
Desk User,Schreibtisch-Benutzer,
Desktop Icon,Desktopsymbol,
Details,Details,
Detect CSV type,CSV-Typ erraten,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Unterschiedliche Zustände, in denen das Dokument existieren kann, wie zum Beispiel „Offen“, „Genehmigung ausstehend“ usw.",
Digits,Ziffern,
Directory Server,Verzeichnisserver,
Disable Auto Refresh,Deaktivieren Sie die automatische Aktualisierung,
Disable Automatic Recency Filters,Automatische Aktualitätsfilter deaktivieren,
Disable Change Log Notification,Änderungsprotokoll-Benachrichtigung deaktivieren,
Disable Comment Count,Kommentarzähler deaktivieren,
Disable Comments,Kommentare deaktivieren,
Disable Contact Us Page,Seite „Kontakt“ deaktivieren,
Disable Count,Zählung deaktivieren,
Disable Document Sharing,Dokumentenfreigabe deaktivieren,
Disable Likes,Likes deaktivieren,
Disable SMTP server authentication,SMTP-Server-Authentifizierung deaktivieren,
Disable Sidebar Stats,Seitenleistenstatistiken deaktivieren,
Disable Standard Email Footer,Standard-E-Mail-Fußzeile deaktivieren,
Disable System Update Notification,Systemaktualisierungsbenachrichtigung deaktivieren,
Disable Username/Password Login,Anmeldung mit Benutzername und Passwort deaktivieren,
Disable signups,Registrierung neuer Benutzer deaktivieren,
Disabled,Deaktiviert,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,"Haftungsausschluss: Diese Indizes werden auf der Grundlage von Daten und Abfragen vorgeschlagen, die während dieser Aufzeichnung durchgeführt wurden. Diese Vorschläge können hilfreich sein, müssen es aber nicht.",
Discussion Reply,Unterhaltungsantwort,
Discussion Topic,Unterhaltungsthema,
Display,Anzeige,
Display Depends On,Anzeige hängt ab von,
Display Depends On (JS),Anzeige hängt ab von (JS),
Do Not Create New User ,Keinen neuen Benutzer erstellen,
Do not create new user if user with email does not exist in the system,"Keinen neuen Benutzer anlegen, wenn der Benutzer mit E-Mail nicht im System vorhanden ist",
Doc Event,Dokumentenereignis,
Doc Events,Dokumentenereignisse,
Doc Status,Dokumentenstatus,
DocField,DocField,
DocPerm,DocPerm,
DocShare,DocShare,
DocType,DocType,
DocType Action,DocType-Aktion,
DocType Event,DocType-Ereignis,
DocType Layout,DocType-Layout,
DocType Layout Field,DocType-Layout Feld,
DocType Link,DocType Link,
DocType State,DocType-Status,
DocType View,DocType-Ansicht,
DocType is a Table / Form in the application.,DocType ist eine Tabelle / ein Formular in der Anwendung.,
DocType on which this Workflow is applicable.,"DocType, auf den dieser Workflow anzuwenden ist.",
Doctype,DocType,
Document,Dokument,
Document Actions,Dokumentaktionen,
Document Follow,Dokument folgen,
Document Link,Dokumentverknüpfung,
Document Linking,Dokumenten-Verknüpfung,
Document Links,Dokumentverknüpfungen,
Document Name,Dokumentenname,
Document Naming Rule,Dokumentbenennungsregel,
Document Naming Rule Condition,Bedingung für die Benennungsregel für Dokumente,
Document Naming Settings,Dokumentenbenennungseinstellungen,
Document Share,Dokumentenfreigabe,
Document Share Key,Dokumentfreigabeschlüssel,
Document Share Key Expiry (in Days),Gültigkeitsdauer des Dokumentfreigabeschlüssels (in Tagen),
Document Share Report,Dokumentenfreigabebericht,
Document States,Dokumentenstatus,
Document Tag,Dokument-Schlagwort,
Document Title,Dokumenttitel,
Document Type,Dokumententyp,
Document Type to Track,Zu verfolgender Dokumenttyp,
Document Types,Dokumententypen,
Document Types (Select Permissions Only),Dokumententypen (nur „Auswahl“-Berechtigungen),
Document Types and Permissions,Dokumenttypen und Berechtigungen,
Documentation Link,Dokumentationslink,
Documentation URL,Dokumentations-URL,
Domain,Domain,
Domain Name,Domain-Name,
Domain Settings,Domäneneinstellungen,
Domains HTML,Domains HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","HTML-Tags wie &lt;script&gt; oder Zeichen wie &lt; oder &gt; nicht kodieren, da diese in diesem Feld absichtlich verwendet werden könnten.",
Don't Override Status,Status nicht überschreiben,
Don't Send Emails,Keine E-Mails senden,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","HTML-Tags wie &lt;script&gt; oder Zeichen wie &lt; oder &gt; nicht kodieren, da diese absichtlich in diesem Feld verwendet werden könnten",
Donut,Donut,
Download Backups,Datensicherungen herunterladen,
Download Template,Vorlage herunterladen,
Dropdowns,Dropdowns,
Due Date,Fälligkeitsdatum,
Due Date Based On,Fälligkeitsdatum basiert auf,
Duration,Dauer,
Dynamic,Dynamisch,
Dynamic Filters,Dynamische Filter,
Dynamic Filters JSON,Dynamische Filter JSON,
Dynamic Filters Section,Abschnitt &quot;Dynamische Filter&quot;,
Dynamic Link,Dynamische Verknüpfung,
Dynamic Report Filters,Dynamische Berichtsfilter,
Dynamic Route,Dynamische Route,
Dynamic Template,Dynamische Vorlage,
Edit,Bearbeiten,
Edit Values,Werte bearbeiten,
Editable Grid,Editierbares Raster,
Eg. smsgateway.com/api/send_sms.cgi,z. B. smsgateway.com/api/send_sms.cgi,
Element Selector,Element Selektor,
Email,E-Mail,
Email Account,E-Mail-Konto,
Email Account Name,E-Mail-Konten-Name,
Email Address,E-Mail-Adresse,
Email Address whose Google Contacts are to be synced.,"E-Mail-Adresse, deren Google-Kontakte synchronisiert werden sollen.",
Email Domain,E-Mail-Domain,
Email Flag Queue,E-Mail-Flag-Warteschlange,
Email Footer Address,Signatur in der E-Mail-Fußzeile,
Email Group,E-Mail-Gruppe,
Email Group Member,E-Mail-Gruppen-Mitglied,
Email Header,E-Mail-Kopfzeile,
Email ID,E-Mail-Adresse,
Email IDs,E-Mail-Adressen,
Email Id,E-Mail-ID,
Email Inbox,E-Mail-Posteingang,
Email Queue,E-Mail-Queue,
Email Queue Recipient,E-Mail-Queue Empfänger,
Email Queue records.,E-Mail-Warteschlangen-Datensätze.,
Email Reply Help,E-Mail Antwort Hilfe,
Email Retry Limit,E-Mail-Wiederholungslimit,
Email Rule,E-Mail-Regel,
Email Sent,E-Mail wurde versandt,
Email Settings,E-Mail-Einstellungen,
Email Signature,E-Mail-Signatur,
Email Status,E-Mail-Status,
Email Sync Option,E-Mail-Synchronisierungsoption,
Email Template,E-Mail-Vorlage,
Email Threads on Assigned Document,E-Mail-Threads zum zugewiesenen Dokument,
Email To,E-Mail an,
Email Unsubscribe,E-Mail abbestellen,
Emails,E-Mails,
Emails will be sent with next possible workflow actions,E-Mails werden mit den nächsten möglichen Workflow-Aktionen gesendet,
Enable,Aktivieren,
Enable Address Autocompletion,Automatische Adressvervollständigung aktivieren,
Enable Auto Reply,Automatische Antwort aktivieren,
Enable Automatic Linking in Documents,Automatisches Verknüpfen in Dokumenten aktivieren,
Enable Comments,Kommentare aktivieren,
Enable Email Notification,E-Mail-Benachrichtigung aktivieren,
Enable Email Notifications,E-Mail-Benachrichtigungen aktivieren,
Enable Google indexing,Google-Indexierung aktivieren,
Enable Incoming,Eingehend aktivieren,
Enable Onboarding,Onboarding aktivieren,
Enable Outgoing,Ausgehend aktivieren,
Enable Password Policy,Kennwortrichtlinie aktivieren,
Enable Prepared Report,Vorbereitten Bericht aktivieren,
Enable Print Server,Druckserver aktivieren,
Enable Push Notification Relay,Push-Benachrichtigungs-Relay aktivieren,
Enable Rate Limit,Anzahl der Anfragen pro Zeit beschränken,
Enable Raw Printing,Rohdruck aktivieren,
Enable Scheduled Jobs,Geplante Prozesse aktivieren,
Enable Security,Sicherheit aktivieren,
Enable Social Login,Social Logins aktivieren,
Enable Social Sharing,Social Sharing aktivieren,
Enable Two Factor Auth,Aktivieren Sie zwei Faktor Auth,
Enable email notification for any comment or likes received on your Blog Post.,E-Mail-Benachrichtigung für Kommentare oder Likes zu Ihren Blog-Beiträgen aktivieren.,
"Enable if on click
opens modal.","Aktivieren, wenn bei Klick
ein Modal geöffnet wird.",
Enable in-app website tracking,In-App-Website-Tracking aktivieren,
Enabled,Aktiviert,
Enables Calendar and Gantt views.,Aktiviert Kalender- und Gantt-Ansichten.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Falls aktiviert, wird Ihre Website auf einem zentralen Relay-Server registriert, um Push-Benachrichtigungen für alle installierten Apps über Firebase Cloud Messaging zu senden. Dieser Server speichert nur Benutzer-Tokens und Fehlerprotokolle, und es werden keine Nachrichten gespeichert.",
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Falls aktiviert, wird Ihre Website auf einem zentralen Relay-Server registriert, um Push-Benachrichtigungen für alle installierten Apps über Firebase Cloud Messaging zu senden. Dieser Server speichert nur Benutzer-Tokens und Fehlerprotokolle, und es werden keine Nachrichten gespeichert. ",
