"Always add ""Draft"" Heading for printing draft documents","Uvijek dodaj naziv ""Nacrt"" za ispisivanje nacrta dokumenata",
Always use this email address as sender address,Uvijek koristite ovu adresu e-pošte kao adresu pošiljaoca,
Always use this name as sender name,Uvijek koristi ovo ime kao ime pošiljaoca,
Amend,Izmijeni,
Amend Counter,Izmjeni Broj Imenovanja Sekvense,
Amended Document Naming Settings,Izmijenjene postavke imenovanja dokumenata,
Amended Documents,Izmijenjeni Dokumenti,
Amended From,Izmijenjeno od,
Amendment Naming Override,Zaobiđi izmjenu Imenovanja,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Datoteka ikone s nastavkom .ico. Trebala bi biti 16 x 16 px. Generirano pomoću generatora favicona. [favicon-generator.org],
Analytics,Analitika,
Announcement Widget,Vidžet Obavjesti,
Announcements,Obavijesti,
Annual,Godišnji,
Anonymization Matrix,Anonimizacijska Matrica,
Anonymous responses,Anonimni odgovori,
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Mogu se koristiti bilo koji jezici pisača zasnovani na stringovima. Ispis neobrađenih naredbi zahtijeva poznavanje izvornog jezika pisača koji obezbjeđuje proizvođač pisača. Molimo pogledajte priručnik za programere koji ste dobili od proizvođača pisača o tome kako napisati svoje izvorne komande. Ove komande se prikazuju na strani servera koristeći Jinja Template Language.,
App,Aplikacija,
App ID,ID Aplikacije,
App Logo,Logotip aplikacije,
App Name,Naziv Aplikacije,
App Name (Client Name),Naziv Aplikacije (Ime Klijenta),
Append Emails to Sent Folder,Dodaj e-poštu u Mapu Poslano,
Append To,E-pošta za,
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.","Dodati kao konverzaciju ovom DocType-u (mora imati polja: ""Pošiljalac"" i ""Predmet""). Ova polja se mogu definirati u sekciji postavki e-pošte dodanog tipa dokumenta.",
Applicable For,Primjenjivo za,
Application Logo,Logotip Aplikacije,
Application Name,Naziv Aplikacije,
Application Version,Verzija Aplikacije,
Applied On,Primijenjeno na,
Apply Strict User Permissions,Primijeni Striktne Korisničke Dozvole,
Apply To,Primijeni na,
Apply To All Document Types,Primijeni na sve Tipove Dokumenata,
Apply User Permission On,Primijeni Korisničku Dozvolu na,
Apply document permissions,Primijeni Dokument Dozvole,
Apply this rule if the User is the Owner,Primijenite ovo pravilo ako je Korisnik Vlasnik,
Apps,Aplikacije,
Archived,Arhivirano,
Arguments,Argumenti,
Arial,Arial,
Assign Condition,Dodijeli Uslov,
Assign To Users,Dodijeli Korisnicima,
Assigned,Dodijeljeno,
Assigned By,Dodijelio,
Assigned By Full Name,Dodijelio,
Assignment,Dodjela,
Assignment Completed,Zadatak je Završen,
Assignment Days,Dani Dodjeljivanja,
Assignment Rule,Pravilo Dodjele,
Assignment Rule Day,Dan Dodjele Pravila,
Assignment Rule User,Korisnik Dodjele Pravila,
Assignment Rules,Pravila Dodjele,
Assignments,Dodjele,
Attach,Priloži,
Attach Image,Priloži Sliku,
Attach Package,Priloži Applikaciju,
Attach Print,Priloži Ispis,
Attached File,Priložena Datoteka,
Attached To DocType,U Prilogu DocType,
Attached To Field,U Prilogu Polja,
Attached To Name,Priloženo Imenu,
Attachment,Prilog,
Attachment Limit (MB),Ograničenje Priloga (MB),
Attachment Link,Veza Priloga,
Attachment Removed,Prilog Uklonjen,
Attachments,Prilozi,
Audit System Hooks,Revidiraj Sistemske Kuke (hooks),
Audit Trail,Revizijski Trag,
Auth URL Data,Auth URL Podaci,
Authenticate as Service Principal,Autentifikujte se kao Osnovni Servis,
Authentication,Autentifikacija,
Author,Autor,
Authorization,Autorizacija,
Authorization Code,Autorizacijski Kod,
Authorization URI,URI Autorizacije,
Authorize API Access,Autoriziraj Pristup API-ju,
Authorize API Indexing  Access,Autoriziraj pristup API Indeksiranju,
Authorize Google Calendar Access,Autoriziraj pristup Google kalendaru,
Authorize Google Contacts Access,Autoriziraj pristup Google Kontaktima,
Authorize URL,Autoriziraj URL,
Authorized,Autoriziran,
Auto,Automatski,
Auto Email Report,Automatski izvještaj e-poštom,
Auto Name,Automatski naziv,
Auto Repeat,Automatsko Ponavljanje,
Auto Repeat Day,Dan Automatskog Ponavljanja,
Auto Reply,Automatski Odgovor,
Auto Reply Message,Poruka Automatskog Odgovora,
Auto follow documents that are assigned to you,Automatsko praćenje dokumenata koji su vam dodijeljeni,
Auto follow documents that are shared with you,Automatsko praćenje dokumenata koji se dijele sa vama,
Auto follow documents that you Like,Automatsko praćenje dokumenata koji vam se sviđaju,
Auto follow documents that you comment on,Automatsko praćenje dokumenata koje komentarišete,
Auto follow documents that you create,Automatsko praćenje dokumenata koje kreirate,
Autocomplete,Automatsko Dovršavanje,
Autoincrement,Automatsko Povećanje,
Automated Message,Automatska Poruka,
Automatic,Automatsko,
Automatically Assign Documents to Users,Automatski dodijeli dokumente korisnicima,
Automatically delete account within (hours),Automatski izbriši račun u roku od (sati),
Automation,Automatizacija,
Avatar,Avatar,
Average,Prosjek,
Awaiting Password,Čeka se Lozinka,
Awaiting password,Čeka se Lozinka,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,BCC,
Background Color,Boja Pozadine,
Background Image,Pozadinska Slika,
Background Jobs,Poslovi u Pozadini,
Background Jobs Check,Provjera Pozadinskih Poslova,
Background Jobs Queue,Red Čekanja Pozadinskih Poslova,
Background Workers,Pozadinski Radnici,
Backups,Sigurnosne Kopije,
Backups (MB),Sigurnosne Kopije (MB),
Banker's Rounding,Bankarsko Zaokruživanje,
Banker's Rounding (legacy),Bankarsko Zaokruživanje (zastarjelo),
Banner,Transparent,
Banner HTML,Transparent HTML,
Banner Image,Slika Banera,
Banner is above the Top Menu Bar.,Baner je iznad Gornje Trake Menija.,
Bar,Traka,
Barcode,Barkod,
Base Distinguished Name (DN),Osnovni Prepoznatljiv Naziv (DN),
Base URL,Osnovni URL,
Based On,Na Osnovu,
Based on Field,Na Osnovu Polja,
Based on Permissions For User,Na Osnovu Dozvola za Korisnika,
Basic,Osnovni,
Basic Info,Informacije,
Before Cancel,Prije Otkazivanja,
Before Delete,Prije Brisanja,
Before Discard,Prije Odbacivanja,
Before Insert,Prije Umetanja,
Before Print,Prije Ispisa,
Before Rename,Prije Preimenovanja,
Before Save,Prije Spremanja,
Before Save (Submitted Document),Prije Spremanja (Podnesen Dokument),
Before Submit,Prije Podnošenja,
Before Validate,Prije Potvrde,
Beginner,Početnik,
Beta,Beta,
Billing,Fakturisanje,
Binary Logging,Binarno Zapisivanje,
Bio,Biografija,
Birth Date,Datum Rođenja,
Block Module,Blok Modul,
Block Modules,Blok Moduli,
Blocked,Blokirano,
Blog Category,Kategorija Bloga,
Blog Intro,Blog Uvod,
Blog Introduction,Blog Predstavljanje,
Blog Post,Blog Objava,
Blog Settings,Postavke bloga,
Blog Title,Naziv Bloga,
Blogger,Bloger,
Blue,Plavo,
Bold,Podebljano,
Bot,Bot,
Bottom,Dno,
Bottom Center,Dno u Sredini,
Bottom Left,Dno Lijevo,
Bottom Right,Dno Desno,
Bounced,Odbijen,
Brand,Marka,
Brand HTML,HTML Marke,
Brand Image,Slika Marke,
Brand Logo,Logo Marke,
Breadcrumbs,Mrvice,
Browse by category,Pregledaj po Kategoriji,
Browser,Pretraživač,
Browser Version,Verzija Pretražvača,
Brute Force Security,Sigurnost Prijave,
Bufferpool Size,Veličina međuspremnika,
Bulk Actions,Grupne Akcije,
Bulk Update,Masovno Ažuriranje,
Button,Dugme,
Button Gradients,Gradijenti Dugmeta,
Button Rounded Corners,Zaobljeni Uglovi Dugmeta,
Button Shadows,Sjene Dugmeta,
"By ""Naming Series"" field","Prema Polju ""Imenovanje serije""",
By fieldname,Prema imenu polja,
By script,Prema skripti,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,Zaobiđi ograničenu provjeru IP adrese ako je omogućena potvrda s dva faktora,
Bypass Two Factor Auth for users who login from restricted IP Address,Zaobiđi potvrde s dva faktora za korisnike koji se prijavljuju s ograničene IP adrese,
Bypass restricted IP Address check If Two Factor Auth Enabled,Zaobiđi provjere ograničene IP adrese ako je omogućena potvrda s dva faktora,
C5E,C5E,
CC,Kopija,
CMD,CMD,
CSS,CSS,
CSS Class,CSS Klasa,
CSS selector for the element you want to highlight.,CSS selektor za element koji želite da istaknete.,
CSV,CSV,
CTA Label,Oznaka Poziva na Akciju,
CTA URL,URL Poziva na Akciju,
Cache,Gotovina,
Calculated Discount Mismatch,Izračunata Razlika Popusta,
Calendar,Kalendar,
Calendar Name,Naziv Kalendara,
Calendar View,Prikaz Kalendara,
Call,Poziv,
Call To Action,Poziv na Akciju,
Call To Action URL,URL Poziva na Akciju,
Call to Action,Poziv na Akciju,
Callback Message,Poruka Povratnog Poziva,
Callback Title,Naziv Povratnog Poziva,
Campaign,Kampanja,
Campaign Description (Optional),Opis Kampanje (Opcija),
Can only list down the document types which has been linked to the User document type.,Mogu se navesti samo tipovi dokumenata koji su povezani sa tipom korisničkog dokumenta.,
Cancel,Otkaži,
Cancelled,Otkazano,
Card,Numerička Kartica,
Card Break,Prijelom Kartice,
Cards,Kartice,
Category,Kategorija,
Category Description,Opis Kategorije,
Category Name,Naziv kategorije,
Center,Centar,
Chaining Hash,Lančani Hash,
Change Label (via Custom Translation),Promjena Oznaku (putem Prilagođenog Prijevoda),
Change Password,Promjeni Lozinku,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Promijenite početni / tekući redni broj postojeće serije. <br>

Upozorenje: Neispravno ažuriranje brojača može spriječiti kreiranje dokumenata. ",
Changed at,Promijenjeno,
Changed by,Promjenjeno od,
Changelog Feed,Sažetak Zapisnika Promjena,
Changes,Promjene,
Channel,Kanal,
Chart,Grafikon,
Chart Configuration,Konfiguracija Grafikona,
Chart Name,Naziv Grafikona,
Chart Options,Opcije Grafikona,
Chart Source,Izvor Grafikona,
Chart Type,Tip Grafikona,
Charts,Grafikoni,
Chat,Chat,
Check,Provjeri,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,"Označite ovo ako želite prisiliti korisnika da odabere seriju prije spremanja. Ako označite ovo, neće biti standard postavke.",
"Check to display the full numeric value (e.g., 1,234,567 instead of 1.2M).","Označite za prikaz pune numeričke vrijednosti (npr. 1.234.567 umjesto 1,2 miliona).",
Checking this will hide custom doctypes and reports cards in Links section,Odabirom ovog ćete sakriti prilagođene tipove dokumenata i izvještaje u sekciji Veze,
Checksum Version,Verzija Kontrolne Sume,
Child Doctype,Podređeni Doctype,
Child Tables are shown as a Grid in other DocTypes,Podređene tabele su prikazane kao mreža u drugim DocTypes,
Choose authentication method to be used by all users,Odaberi način autentifikacije koji će koristiti svi korisnici,
City,Grad,
City/Town,Grad/Mjesto,
Clear Logs After (days),Očisti Zapisnike Nakon (dana),
Clicked,Kliknuto,
Client,Klijent,
Client Code,Kod Klijenta,
Client Credentials,Akreditivi Klijenta,
Client ID,ID Klijenta,
Client Id,Id. Klijenta,
Client Information,Informacije o Klijentu,
Client Metadata,Metapodaci Klijenta,
Client Script,Klijent Skripta,
Client Secret,Tajna Klijenta,
Client Secret Basic,Osnovna Tajna Klijenta,
Client Secret Post,Upis Tajne Klijenta,
Client URI,URI Klijenta,
Client URLs,URL-ovi Klijenata,
Client script,Klijent Skripta,
Close Condition,Uslov Zatvaranja,
Closed,Zatvoreno,
Code,Kod,
Code Challenge,Kod Izazov,
Code Editor Type,Tip Uređivača Koda,
Code challenge method,Metoda Kod Izazova,
Collapsible,Sklopivo,
Collapsible Depends On,Sklopivo Zavisi Od,
Collapsible Depends On (JS),Sklopivo Zavisi Od (JS),
Color,Boja,
Column,Kolona,
Column Break,Prijelom Kolone,
Column Name,Naziv Kolone,
Columns,Kolone,
Columns / Fields,Kolone / Polja,
Comm10E,Comm10E,
Comment,Komentar,
Comment By,Komentar Od,
Comment Email,E-pošta Komentara,
Comment Type,Tip Komentara,
Comment limit,Ograničenje komentara,
Comment limit per hour,Ograničenje komentara po satu,
Comments and Communications will be associated with this linked document,Komentari i Konverzacije će biti povezani sa ovim povezanim dokumentom,
Commercial Rounding,Komercijalno Zaokruživanje,
Commit,Počini,
Committed,Počinjeno,
Communication,Konverzacija,
Communication Link,Link Konverzacije,
Communication Type,Tip Konverzacije,
Compact Item Print,Sažet Ispis Arikla,
Company History,Istorija Kompanije,
Company Introduction,Predstavljanje Kompanije,
Company Name,Naziv Kompanije,
Complete,Završeno,
Completed,Završeno,
Completed By Role,Završeno od strane Uloge,
Completed By User,Završeno od strane Korisnika,
Component,Komponenta,
Compressed,Komprimirano,
Condition,Uslov,
Condition JSON,JSON Uslov,
Condition description,Opis Stanja,
Conditions,Uslovi,
Config,Konfiguracija,
Configuration,Konfiguracija,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Konfiguriši kako će se izmijenjeni dokumenti imenovati.<br>

Stsndard ponašanje je praćenje brojača izmjena koji dodaje broj na kraj izvornog naziva koji označava izmijenjenu verziju. <br>

Standard imenovanje omogućit će da se izmijenjeni dokument ponaša isto kao novi dokumenti.",
"Configure various aspects of how document naming works like naming series, current counter.","Konfiguriši različite aspekte načina na koji funkcionira imenovanje dokumenta kao što je imenovanje serije, trenutni brojač.",
Confirmation Email Template,Šablon e-pošte Potvrde,
Connected App,Povezana Aplikacija,
Connected User,Povezani Korisnik,
Connections,Veze,
Console,Konzola,
Console Log,Zapisnik Konzole,
Constraints,Ograničenja,
Contact,Kontakt,
Contact Details,Kontakt Detalji,
Contact Email,Kontakt e-pošta,
Contact Numbers,Kontakt Brojevi,
Contact Phone,Kontakt Telefon,
Contact Us Settings,Postavke Kontaktirajte Nas,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Opcije za Kontakt, kao što su ""Upit za Prodaju, Upit za Podršku"" itd., svaka u novom redu ili odvojena zarezima.",
Contacts,Kontakti,
Content,Sadržaj,
Content (HTML),Sadržaj (HTML),
Content (Markdown),Sadržaj (Markdown),
Content Hash,Hash Sadržaja,
Content Type,Tip Sadržaja,
Context,Kontekst,
Context Script,Kontekst Skripta,
Contributed,Doprinio,
Contribution Document Name,Naziv Dokumenta Doprinosa,
Contribution Status,Status Doprinosa,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Kontrolira mogu li se novi korisnici prijaviti pomoću ovog ključa prijave putem društvenih mreža. Ako se ne postavljaju, poštuju se Postavke Web Stranice.",
Copyright,Autorska prava,
Core,Sistem,
Count,Brojanje,
Count Filter,Broj & Filter,
Counter,Brojač,
Country,Država,
Country Name,Naziv Zemlje,
County,Opština,
Create,Kreiraj,
Create Contacts from Incoming Emails,Kreiraj Kontakte iz Dolazne e-pošte,
Create Entry,Kreiraj Unos,
Create Log,Kreiraj Zapisnik,
Created,Kreirano,
Created At,Kreirano,
Cron,Cron,
Cron Format,Cron Format,
Currency,Valuta,
Currency Name,Naziv Valute,
Currency Precision,Preciznost Valute,
"Currency list stores the currency value, its symbol and fraction unit","Lista Valuta pohranjuje vrijednost valute, njen simbol i jedinicu razlomka",
Current,Trentuno,
Current Job ID,ID Trenutnog Posla,
Current Value,Trenutna Vrijednost,
Custom,Prilagođeno,
Custom Base URL,Prilagođeni Osnovni URL,
Custom Block Name,Prilagođeni Naziv Bloka,
Custom Blocks,Prilagođeni Blokovi,
Custom CSS,Prilagođeni CSS,
Custom Configuration,Prilagođena Konfiguracija,
Custom Delimiters,Prilagođeni Razdjelnici,
Custom DocPerm,Prilagođena Dozvola Dokumenta,
Custom Document Types (Select Permission),Prilagođeni Tip Dokumenata (Navedi Dozvole),
Custom Field,Prilagođeno Polje,
Custom Footer,Prilagođeno Podnožje,
Custom Format,Prilagođeni Format,
Custom Group Search,Prilagođena Grupna Pretraživanja,
Custom HTML Block,Prilagođeni HTML Blok,
Custom HTML Help,Prilagođena HTML Pomoć,
Custom Label,Prilagođena Oznaka,
Custom Menu Items,Prilagođene Stavke Menija,
Custom Options,Prilagođene Opcije,
Custom Overrides,Prilagođena Zamjena,
Custom Report,Prilagođeni Izvještaj,
Custom Role,Prilagođena Uloga,
Custom SCSS,Prilagođeni SCSS,
Custom Sidebar Menu,Prilagođeni Meni Bočne Trake,
Custom?,Prilagođeno?,
Customization,Prilagodjavanje,
Customize Form,Prilagodi Formu,
Customize Form Field,Prilagodi Polje Forme,
Cyan,Cijan,
DELETE,IZBRIŠI,
DESC,SIL,
DLE,DLE,
Daily,Dnevno,
Daily Long,Cijeli Dan,
Daily Maintenance,Dnevno Održavanje,
Danger,Opasnost,
Dark,Tamna,
Dark Color,Tamna Boja,
Dashboard,Nadzorna Tabla,
Dashboard Chart,Grafikon Nadzorne Table,
Dashboard Chart Field,Polje Grafikona Nadzorne Table,
Dashboard Chart Link,Veza Grafikona Nadzorne Table,
Dashboard Chart Source,Izvor Grafikona Nadzorne Table,
Dashboard Manager,Upravitelj Nadzorne Table,
Dashboard Name,Naziv Nadzorne Table,
Dashboard Settings,Postavke Nadzorne Table,
Dashboards,Nadzorne Table,
Data,Podaci,
Data Export,Eksport Podataka,
Data Import,Uvoz Podataka,
Data Import Log,Zapisnik Uvoza Podataka,
Database,Baza Podataka,
Database Engine,Motor Baze Podataka,
Database Processes,Procesi Baze Podataka,
Database Storage Usage By Tables,Pohranjena Iskorištenost Baze Podataka po Tabelama,
Database Version,Verzija Baze Podataka,
Date,Datum,
Date Format,Format Datuma,
Date Range,Raspon datuma,
Date and Number Format,Format Datuma i Brojeva,
Datetime,Datum i Vrijeme,
Day,Dan,
Day of Week,Dan u sedmici,
Days After,Dana Poslije,
Days Before,Dana Prije,
Days Before or After,Dana Prije ili Poslije,
Debug Log,Zapisnik Otklanjanja Grešaka,
Default,Standard,
Default Amendment Naming,Standard Imenovanje Izmjena,
Default App,Standard Aplikacija,
Default Email Template,Standard Šablon e-pošte,
Default Incoming,Standard Dolazna,
Default Letter Head,Standard Zaglavlje,
Default Naming,Standard Imenovanje,
Default Outgoing,Standard Odlazna,
Default Portal Home,Standard Početna Stranica Portala,
Default Print Format,Standard Format Ispisa,
Default Print Language,Standard Jezik Ispisa,
Default Redirect URI,Standard URI Preusmjeravanja,
Default Role at Time of Signup,Standard Uloga u Trenutku Prijave,
Default Sort Field,Standard Polje Sortiranja,
Default Sort Order,Standard Redoslijed Sortiranja,
Default Template For Field,Standard Šablon Polja,
Default User Role,Standard Uloga Korisnika,
Default User Type,Standard Tip Korisnika,
Default Value,Zadana Vrijednost,
Default View,Standard Prikaz,
Default Workspace,Standard Radni Prostor,
Default display currency,Standard Valuta,
"Default: ""Contact Us""","Standard: ""Kontaktirajte Nas""",
DefaultValue,Standard Vrijednost,
Defaults,Standard,
Defines actions on states and the next step and allowed roles.,"Definira akcije nad stanjima, sljedeći korak i dozvoljene uloge.",
Defines workflow states and rules for a document.,Definira stanja radnog toka i pravila za dokument.,
Delayed,Odgođeno,
Delete,Izbriši,
Deleted,Izbrisano,
Deleted DocType,Izbrisan DocType,
Deleted Document,Izbrisan Dokument,
Deleted Name,Izbrisano Ime,
Deletion Steps ,Koraci Brisanja ,
Delimiter Options,Opcije Razdjelnika,
Delivery Status,Status isporuke,
Deny,Odbij,
Department,Odjel,
Dependencies,Zavisnosti,
Depends On,Zavisi Od,
Description,Opis,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Opis za stranicu sa listom, u običnom tekstu, samo nekoliko redova. (maksimalno 200 znakova)",
Description to inform the user about any action that is going to be performed,Opis o informisanju korisnika o bilo kojoj radnji koja će se izvršiti,
Designation,Pozicija,
Desk Access,Pristup Radnoj Površini,
Desk Settings,Postavke Radne Površine,
Desk Theme,Tema Radne Površine,
Desk User,Korisnik Radne Površine,
Desktop Icon,Ikona Radne Površine,
Details,Detalji,
Detect CSV type,Otkrij CSV tip,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Ovaj dokument može postojati u različitim ""stanjima"". Kao što su ""Otvoreno"", ""Odobrenje na čekanju"" itd.",
Digits,Cifre,
Directory Server,Directory Server,
Disable Auto Refresh,Onemogućite Automatsko Osvježavanje,
Disable Automatic Recency Filters,Onemogući Nedavne Automatske Filtere,
Disable Change Log Notification,Onemogući Obavještenja Zapisnika Promjena,
Disable Comment Count,Onemogući Brojanje Komentara,
Disable Comments,Onemogući Komentare,
Disable Contact Us Page,Onemogući Kontaktirajte Nas stranicu,
Disable Count,Onemogući Brojanje,
Disable Document Sharing,Onemogući Dijeljenje Dokumenata,
Disable Likes,Onemogući Lajkove,
Disable SMTP server authentication,Onemogući autentifikaciju SMTP servera,
Disable Sidebar Stats,Onemogući Stats Bočne Trake,
Disable Standard Email Footer,Onemogući Standardno Podnožje e-pošte,
Disable System Update Notification,Onemogući Obavještenje Ažuriranju Sistema,
Disable Username/Password Login,Onemogući Prijavu preko Korisničkog Imena/Lozinke,
Disable signups,Onemogući Prijave,
Disabled,Onemogućeno,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,"Odricanje od odgovornosti: Ovi indeksi se predlažu na osnovu podataka i upita izvedenih tokom ovog snimanja. Ovi prijedlozi mogu, ali i ne moraju pomoći.",
Discussion Reply,Odgovor Diskusije,
Discussion Topic,Tema Diskusije,
Display,Prikaz,
Display Depends On,Prikaz Zavisi Od,
Display Depends On (JS),Prikaz Zavisi Od (JS),
Do Not Create New User ,Ne Kreiraj Novog Korisnika ,
Do not create new user if user with email does not exist in the system,Ne kreiraj novog korisnika ako korisnik sa e-poštom ne postoji u sistemu,
Doc Event,Dokument Događaj,
Doc Events,Dokument Događaji,
Doc Status,Doc Status,
DocField,Dokument Polje,
DocPerm,Dokument Dozvole,
DocShare,Dokument Dijeljenje,
DocType,DocType,
DocType Action,DocType Radnja,
DocType Event,DocType Događaj,
DocType Layout,DocType Izgled,
DocType Layout Field,DocType Izgled Polja,
DocType Link,DocType Veza,
DocType State,DocType Stanje,
DocType View,DocType Prikaz,
DocType is a Table / Form in the application.,DocType je Tabela / Obrazac u aplikaciji.,
DocType on which this Workflow is applicable.,DocType na koji je ovaj Radni Tok primjenjiv.,
Doctype,Doctype,
Document,Dokument,
Document Actions,Radnje Dokumenta,
Document Follow,Praćenje Dokumenta,
Document Link,Veza Dokumenta,
Document Linking,Povezivanje Dokumenta,
Document Links,Veze Dokumenta,
Document Name,Naziv Dokumenta,
Document Naming Rule,Pravilo Imenovanja Dokumenta,
Document Naming Rule Condition,Uslov Pravila Imenovanja Dokumenta,
Document Naming Settings,Postavke Imenovanja Dokumenata,
Document Share,Dijeljenje Dokumenta,
Document Share Key,Ključ Dijeljenja Dokumenta,
Document Share Key Expiry (in Days),Istek Ključa Dijeljenje Dokumenta (u danima),
Document Share Report,Izvještaj Dijeljenju Dokumenta,
Document States,Stanja Dokumenta,
Document Tag,Oznaka Dokumenta,
Document Title,Naziv Dokumenta,
Document Type,Tip Dokumenta,
Document Type to Track,Tip Dokumenta za Praćenje,
Document Types,Tipovi Dokumenta,
Document Types (Select Permissions Only),Tipovi Dokumenta (Samo Odabir Dozvole),
Document Types and Permissions,Tipovi Dokumenata i Dozvole,
Documentation Link,Veza Dokumentacije,
Documentation URL,URL Dokumentacije,
Domain,Domena,
Domain Name,Naziv Domena,
Domain Settings,Postavke Domene,
Domains HTML,HTML Domena,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Nemoj HTML kodirati HTML oznake poput &lt;script&gt; ili samo znakove poput &lt; ili &gt;, jer bi se mogli namjerno koristiti u ovom polju",
Don't Override Status,Ne Poništavaj Status,
Don't Send Emails,Ne šalji e-poštu,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Ne kodiraj HTML oznake poput &lt;script&gt; ili samo znakove poput &lt; ili &gt;, jer bi se mogli namjerno koristiti u ovom polju",
Donut,Donut,
Download Backups,Preuzmi Sigurnosne Kopije,
Download Template,Preuzmi Šablon,
Dropdowns,Padajući Meniji,
Due Date,Krajnji Rok,
Due Date Based On,Krajnji rok na osnovu,
Duration,Trajanje,
Dynamic,Dinamično,
Dynamic Filters,Dinamički Filteri,
Dynamic Filters JSON,JSON Dinamičkog Filtera,
Dynamic Filters Section,Sekcija Dinamičkog Filtera,
Dynamic Link,Dinamička Veza,
Dynamic Report Filters,Filteri za dinamičke izvještaje,
Dynamic Route,Dinamička Ruta,
Dynamic Template,Dinamički Šablon,
Edit,Uredi,
Edit Values,Uredi Vrijednosti,
Editable Grid,Uređivanje Mreže,
Eg. smsgateway.com/api/send_sms.cgi,Npr. smsgateway.com/api/send_sms.cgi,
Element Selector,Birač Elementa,
Email,E-pošta,
Email Account,Račun e-pošte,
Email Account Name,Ime Računa e-pošte,
Email Address,Adresa e-pošte,
Email Address whose Google Contacts are to be synced.,Adresa e-pošte čiji se Google Kontakti trebaju sinhronizirati.,
Email Domain,Domena e-pošte,
Email Flag Queue,Zastavica reda čekanja e-pošte,
Email Footer Address,Adresa Podnožju e-pošte,
Email Group,Grupa e-pošte,
Email Group Member,Član Grupe e-pošte,
Email Header,Zaglavlje e-pošte,
Email ID,ID e-pošte,
Email IDs,E-pošta,
Email Id,E-pošta,
Email Inbox,Prijemno Sanduče e-pošte,
Email Queue,Red Čekanja e-pošte,
Email Queue Recipient,Primatelj e-pošte Reda Čekanja,
Email Queue records.,Zapisi Reda Čekanja e-pošte.,
Email Reply Help,Pomoć Odgovora e-pošte,
Email Retry Limit,Broj Pokušaja e-pošte,
Email Rule,Pravilo e-pošte,
Email Sent,E-pošta poslana,
Email Settings,Postavke e-pošte,
Email Signature,Potpis e-pošte,
Email Status,Status e-pošte,
Email Sync Option,Opcija Sinhronizacije e-pošte,
Email Template,Šablon e-pošte,
Email Threads on Assigned Document,Niti e-pošte na Dodeljenom Dokumentu,
Email To,E-pošta za,
Email Unsubscribe,Otkaži Pretplatu na e-poštu,
Emails,E-pošta,
Emails will be sent with next possible workflow actions,E-pošta će biti poslane sa sljedećim mogućim radnjama radnog toka,
Enable,Omogući,
Enable Address Autocompletion,Omogući Automatsko Dovršavanje Adrese,
Enable Auto Reply,Omogući Automatski Odgovor,
Enable Automatic Linking in Documents,Omogući Automatsko Povezivanje u Dokumentima,
Enable Comments,Omogući Komentare,
Enable Dynamic Client Registration,Omogući Dinamičku Registraciju Klijenta,
Enable Email Notification,Omogući Obavještenje e-poštom,
Enable Email Notifications,Omogući Obavještenja e-poštom,
Enable Google indexing,Omogući Google Indeksiranje,
Enable Incoming,Omogući Dolaznu,
Enable Onboarding,Omogući Introdukciju,
Enable Outgoing,Omogući Odlaznu,
Enable Password Policy,Omogući Pravila Lozinke,
Enable Prepared Report,Omogući Pripremljeni Izvještaj,
Enable Print Server,Omogući Ispisni Server,
Enable Push Notification Relay,Omogući Relej Guranih Obavijesti,
Enable Rate Limit,Omogući Ograničenje Broja Upita,
Enable Raw Printing,Omogući Direktni Ispis,
Enable Scheduled Jobs,Omogući Planirane Poslove,
Enable Security,Omogući Sigurnost,
Enable Social Login,Omogući Prijavu preko Društvenih Mreža,
Enable Social Sharing,Omogući Dijeljenje preko Društvenim Mreža,
Enable Two Factor Auth,Omogući Dvofaktorsku Autentifikaciju,
Enable email notification for any comment or likes received on your Blog Post.,Omogući obavještenje putem e-pošte za sve komentare ili lajkove primljene na vašem blog postu.,
"Enable if on click
opens modal.","Omogući ako na klik
otvara modal.",
