Apply Strict User Permissions,Primeni stroge korisničke dozvole,
Apply To,Primeni na,
Apply To All Document Types,Primeni na sve vrste dokumenata,
Apply User Permission On,Primeni korisničku dozvolu na,
Apply document permissions,Primeni dozvole za dokument,
Apply this rule if the User is the Owner,Primeni ovo pravilo ukoliko je korisnik vlasnik,
Apps,Aplikacije,
Archived,Arhivirano,
Arguments,Argumenti,
Arial,Arial,
Assign Condition,Dodeli uslov,
Assign To Users,Dodeli korisnicima,
Assigned,Dodeljeno,
Assigned By,Dodeljeno od,
Assigned By Full Name,Ime i prezime dodelioca,
Assignment,Zadatak,
Assignment Completed,Zadatak završen,
Assignment Days,Dani za zadatak,
Assignment Rule,Pravilo dodele zadatka,
Assignment Rule Day,Dan pravila dodele,
Assignment Rule User,Korisnik pravila dodele,
Assignment Rules,Pravila dodele,
Assignments,Dodeljeni zadaci,
Attach,Priloži,
Attach Image,Priloži sliku,
Attach Package,Priloži paket,
Attach Print,Priloži štampanu veriju,
Attached File,Priloženi fajlovi,
Attached To DocType,Priloženo uz DocType,
Attached To Field,Priloženo uz polje,
Attached To Name,Priloženo uz naziv,
Attachment,Prilog,
Attachment Limit (MB),Ograničenje priloga (MB),
Attachment Link,Veza ka prilogu,
Attachment Removed,Prilog uklonjen,
Attachments,Prilozi,
Audit System Hooks,Audit System Hooks,
Audit Trail,Istorija izmena,
Auth URL Data,Verifikuj URL podatke,
Authenticate as Service Principal,Verifikuj kao servisnog korisnika,
Authentication,Autentifikacija,
Author,Autor,
Authorization,Autorizacija,
Authorization Code,Kod za autorizaciju,
Authorization URI,URI za autorizaciju,
Authorize API Access,Odobri pristup API-ju,
Authorize API Indexing  Access,Odobri pristup indeksiranju API-ja,
Authorize Google Calendar Access,Odobri pristup Google Calendar-u,
Authorize Google Contacts Access,Odobri pristup Google Contacts,
Authorize URL,Odobri URL,
Authorized,Odobreno,
Auto,Automatski,
Auto Email Report,Automatski imejl izveštaj,
Auto Name,Automatski naziv,
Auto Repeat,Automatsko ponavaljanje,
Auto Repeat Day,Dan automatskog ponavljanja,
Auto Reply,Automatski odgovor,
Auto Reply Message,Poruka automatskog odgovora,
Auto follow documents that are assigned to you,Automatski prati dokumenta koja su ti dodeljena,
Auto follow documents that are shared with you,Automatski prati dokumenta koja su podeljena sa tobom,
Auto follow documents that you Like,Automatski prati dokumenta koja si lajkovao,
Auto follow documents that you comment on,Automatski prati dokumenta koja si komentarisao,
Auto follow documents that you create,Automatsko prati dokumenta koje si kreirao,
Autocomplete,Automatsko izvršenje,
Autoincrement,Automatsko povećanje,
Automated Message,Automatska poruka,
Automatic,Automatski,
Automatically Assign Documents to Users,Automatski dodeli dokumenta korisnicima,
Automatically delete account within (hours),Automatski obriši nalog unutar (sati),
Automation,Automatizacija,
Avatar,Avatar,
Average,Prosek,
Awaiting Password,Čeka se lozinka,
Awaiting password,Čeka se lozinka,
B0,B0,
B1,B1,
B10,B10,
B2,B3,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,BCC,
Background Color,Boja pozadine,
Background Image,Slika pozadine,
Background Jobs,Pozadinski zadaci,
Background Jobs Check,Provera pozadinskih zadataka,
Background Jobs Queue,Red pozadinskih zadataka,
Background Workers,Pozadinski radnici,
Backups,Rezervne kopije,
Backups (MB),Rezervne kopije (MB),
Banker's Rounding,Bankarsko zaokruživanje,
Banker's Rounding (legacy),Bankarsko zaokruživanje (zastarelo),
Banner,Baner,
Banner HTML,HTML kôd za baner,
Banner Image,Slika banera,
Banner is above the Top Menu Bar.,Baner se prikazuje iznad gornje trake sa menijem.,
Bar,Bar,
Barcode,Bar-kod,
Base Distinguished Name (DN),Osnovni jedinstveni naziv (DN),
Base URL,Osnovni URL,
Based On,Na osnovu,
Based on Field,Na osnovu polja,
Based on Permissions For User,Na osnovu dozvole za korisnika,
Basic,Osnovna,
Basic Info,Osnovne informacije,
Before Cancel,Pre otkazivanja,
Before Delete,Pre brisanja,
Before Discard,Pre odbacivanja,
Before Insert,Pre unosa,
Before Print,Pre štampanja,
Before Rename,Pre preimenovanja,
Before Save,Pre čuvanja,
Before Save (Submitted Document),Pre čuvanja (podneti dokument),
Before Submit,Pre podnošenja,
Before Validate,Pre validacije,
Beginner,Početnik,
Beta,Beta,
Billing,Fakturisanje,
Binary Logging,Binarno zapisivanje,
Bio,Biografija,
Birth Date,Datum rođenja,
Block Module,Blokiraj modul,
Block Modules,Blokiraj module,
Blocked,Blokirano,
Blog Category,Kategorija bloga,
Blog Intro,Uvod u blog,
Blog Introduction,Uvod u blog,
Blog Post,Blog objava,
Blog Settings,Podešavanje bloga,
Blog Title,Naslov bloga,
Blogger,Bloger,
Blue,Plava,
Bold,Bold,
Bot,Bot,
Bottom,Dole,
Bottom Center,Dole centrirano,
Bottom Left,Dole levo,
Bottom Right,Dole desno,
Bounced,Odbijeno,
Brand,Brend,
Brand HTML,Brend HTML kod,
Brand Image,Slika brenda,
Brand Logo,Logo brenda,
Breadcrumbs,Breadcrumbs,
Browse by category,Pretraži po kategoriji,
Browser,Internet pretraživač,
Browser Version,Verzija internet pretraživača,
Brute Force Security,Brute Force bezbednost,
Bufferpool Size,Veličina bafera,
Bulk Actions,Masovne radnje,
Bulk Update,Masovno ažuriranje,
Button,Dugme,
Button Gradients,Gradijenti dugmeta,
Button Rounded Corners,Zaobljeni uglovi dugmeta,
Button Shadows,Senke dugmeta,
"By ""Naming Series"" field","Na osnovu polja ""Serije imenovanja""",
By fieldname,Na osnovu naziva polja,
By script,Na osnovu skripte,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,Zaobiđi proveru ograničenih IP adresa ukoliko je dvofaktorska verifikacija omogućena,
Bypass Two Factor Auth for users who login from restricted IP Address,Zaobiđi dvofaktorsku verifikaciju za korisnike koji se prijavljuju sa ograničenih IP adresa,
Bypass restricted IP Address check If Two Factor Auth Enabled,Zaobiđi proveru ograničenih IP adresa ukoliko je dvofaktorska verifikacija omogućena,
C5E,C5E,
CC,CC,
CMD,CMD,
CSS,CSS,
CSS Class,CSS klasa,
CSS selector for the element you want to highlight.,CSS selektor za element koji želite da istaknete.,
CSV,CSV,
CTA Label,Oznaka poziva na radnju,
CTA URL,URL poziva na radnju,
Cache,Keš memorija,
Calculated Discount Mismatch,Neslaganje u obračunatom popustu,
Calendar,Kalendar,
Calendar Name,Naziv kalendara,
Calendar View,Prikaz kalendara,
Call,Poziv,
Call To Action,Poziv na radnju,
Call To Action URL,URL poziva na radnju,
Call to Action,Poziv na radnju,
Callback Message,Callback poruka,
Callback Title,Callback naslov,
Campaign,Kampanja,
Campaign Description (Optional),Opis kampanje (opciono),
Can only list down the document types which has been linked to the User document type.,Mogu se prikazivati samo vrste dokumenata koji su povezani sa korisničkom vrstom dokumenta.,
Cancel,Otkaži,
Cancelled,Otkazano,
Card,Kartica,
Card Break,Prelom kartice,
Cards,Kartice,
Category,Kategorija,
Category Description,Opis kategorije,
Category Name,Naziv kategorije,
Center,Centar,
Chaining Hash,Haširanje lanca,
Change Label (via Custom Translation),Promeni oznaku (putem prilagođenog prevoda),
Change Password,Promeni lozinku,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created. ","Promenite početni / trenutni broj u nizu za postojeću seriju. <br>

Upozorenje: Neispravno ažuriranje brojača možete sprečiti kreiranje dokumenata. ",
Changed at,Promenjeno u,
Changed by,Promenjeno od,
Changelog Feed,Dnevnik promena,
Changes,Promene,
Channel,Kanal,
Chart,Dijagram,
Chart Configuration,Konfiguracija dijagrama,
Chart Name,Naziv dijagrama,
Chart Options,Opcije dijagrama,
Chart Source,Izvor dijagrama,
Chart Type,Vrsta dijagrama,
Charts,Dijagrami,
Chat,Razgovor,
Check,Označi,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,Označi ovo ukoliko želiš da nateraš korisnika da odabere seriju pre čuvanja. Neće biti podrazumevanog izbora ukoliko je ovo označeno.,
"Check to display the full numeric value (e.g., 1,234,567 instead of 1.2M).",Označite za prikaz pune numeričke vrednosti (npr. 1.234.567 umesto 1.2M).,
Checking this will hide custom doctypes and reports cards in Links section,Označavanjem ovoga došlo bi do sakrivanja prilagođenih doctype-ova i kartice izveštaja u odeljku linkovi,
Checksum Version,Verzija kontrolnog zbira,
Child Doctype,Zavisni DocType,
Child Tables are shown as a Grid in other DocTypes,Zavisne tabele se prikazuju kao tabele u drugim DocType-ovima,
Choose authentication method to be used by all users,Izaberi metod autentifikacije koji će koristiti svi korisnici,
City,Grad,
City/Town,Grad/Naseljeno mesto,
Clear Logs After (days),Očisti evidencije nakon (dana),
Clicked,Kliknuto,
Client,Klijent,
Client Code,Kod klijenta,
Client Credentials,Kredencijali klijenta,
Client ID,ID klijenta,
Client Id,Id klijenta,
Client Information,Informacije o klijentu,
Client Metadata,Metapodaci klijenta,
Client Script,Klijentska skripta,
Client Secret,Tajna klijenta,
Client Secret Basic,Osnovna tajna klijenta,
Client Secret Post,Client Secret Post,
Client URI,URI klijenta,
Client URLs,URL-ovi klijenta,
Client script,Klijentska skripta,
Close Condition,Zatvori uslov,
Closed,Zatvoreno,
Code,Šifra,
Code Challenge,Izazov u programiranju,
Code Editor Type,Vrsta uređivača koda,
Code challenge method,Metoda izazova u programiranju,
Collapsible,Može se sažeti,
Collapsible Depends On,Može se sažeti zavisi od,
Collapsible Depends On (JS),Može se sažeti zavisi od (JS),
Color,Boja,
Column,Kolona,
Column Break,Prelom kolone,
Column Name,Naziv kolone,
Columns,Kolone,
Columns / Fields,Kolone / Polja,
Comm10E,Comm10E,
Comment,Komentar,
Comment By,Komentar od strane,
Comment Email,Imejl komentara,
Comment Type,Vrsta komentara,
Comment limit,Limit komentara,
Comment limit per hour,Limit komentara po času,
Comments and Communications will be associated with this linked document,Komentari i komunikacije će biti povezani sa ovim povezanim dokumentom,
Commercial Rounding,Komercijalno zaokruživanje,
Commit,Potvrdi,
Committed,Potvrđeno,
Communication,Komunikacija,
Communication Link,Link komunikacije,
Communication Type,Vrsta komunikacije,
Compact Item Print,Kompaktni ispis stavke,
Company History,Istorija kompanije,
Company Introduction,Predstavljanje kompanije,
Company Name,Naziv kompanije,
Complete,Završeno,
Completed,Završeno,
Completed By Role,Završeno od strane uloge,
Completed By User,Završeno od strane korisnika,
Component,Komponenta,
Compressed,Komprimovati,
Condition,Uslov,
Condition JSON,Uslov JSON,
Condition description,Opis uslova,
Conditions,Uslovi,
Config,Konfiguracija,
Configuration,Konfiguracija,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","Konfigurišite kako će se nazivati izmenjeni dokumenti.<br>

Podrazumevano ponašanje je da se koristi brojač za izmene, koji dodaje broj na kraju originalnog naziva, označavajući verziju koja je izmenjena. <br>

Podrazumevano imenovanje će omogućiti da izmenjeni dokumenti funkcionišu kao novi dokumenti.",
"Configure various aspects of how document naming works like naming series, current counter.","Konfigurišite različite aspekte kako funkcioniše imenovanje dokumenata, kao što su serije imenovanja, trenutni brojač.",
Confirmation Email Template,Šablon imejla za potvrdu,
Connected App,Povezane aplikacije,
Connected User,Povezani korisnik,
Connections,Konekcije,
Console,Konzola,
Console Log,Evidencija konzole,
Constraints,Ograničenja,
Contact,Kontakt,
Contact Details,Detalji kontakta,
Contact Email,Kontakt imejl,
Contact Numbers,Kontakt broj,
Contact Phone,Kontakt telefon,
Contact Us Settings,Podešavanje za kontaktiranje,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Opcije za kontakt, poput ""Upit za prodaju, Upit za podršku"" itd., svaka u novom redu ili odvojena zarezima.",
Contacts,Kontakti,
Content,Sadržaj,
Content (HTML),Sadržaj (HTML),
Content (Markdown),Sadržaj (Markdown),
Content Hash,Heš sadržaj,
Content Type,Vrsta sadržaja,
Context,Kontekst,
Context Script,Skripta konteksta,
Contributed,Doprinos,
Contribution Document Name,Naziv dokumenta o doprinosu,
Contribution Status,Status doprinosa,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.","Kontroliše da li novi korisnici mogu da se registruju koristeći ovaj ključ za prijavljivanje putem društvenih mreža. Ukoliko nije postavljeno, poštuju se podešavanja veb-sajta.",
Copyright,Autorska prava,
Core,Osnovno,
Count,Broj,
Count Filter,Filter numeričkog podatka,
Counter,Brojač,
Country,Država,
Country Name,Naziv države,
County,Opština,
Create,Kreiraj,
Create Contacts from Incoming Emails,Kreiraj kontakte iz ulaznih imejlova,
Create Entry,Kreiraj unos,
Create Log,Kreiraj evidenciju,
Created,Kreirano,
Created At,Kreirano na,
Cron,Cron,
Cron Format,Cron format,
Currency,Valuta,
Currency Name,Naziv valute,
Currency Precision,Preciznost valute,
"Currency list stores the currency value, its symbol and fraction unit","Lista valuta čuva vrednost valute, njen simbol i jedinicu frakcije",
Current,Trenutno,
Current Job ID,Trenutni ID zadatka,
Current Value,Trenutna vrednost,
Custom,Prilagođeno,
Custom Base URL,Prilagođeni osnovni URL,
Custom Block Name,Prilagođeni naziv bloka,
Custom Blocks,Prilagođeni blokovi,
Custom CSS,Prilagođeni CSS,
Custom Configuration,Prilagođena konfiguracija,
Custom Delimiters,Prilagođeni delimitatori,
Custom DocPerm,Prilagođena dozvola dokumenta,
Custom Document Types (Select Permission),Prilagođene vrste dokumenata (izbor dozvole),
Custom Field,Prilagođeno polje,
Custom Footer,Prilagođeno podnožje,
Custom Format,Prilagođeni format,
Custom Group Search,Prilagođena grupna pretraga,
Custom HTML Block,Prilagođeni HTML blok,
Custom HTML Help,Prilagođena HTML podrška,
Custom Label,Prilagođena oznaka,
Custom Menu Items,Prilagođene stavke menija,
Custom Options,Prilagođene opcije,
Custom Overrides,Prilagođene izmene,
Custom Report,Prilagođeni izveštaj,
Custom Role,Prilagođena uloga,
Custom SCSS,Prilagođeni SCSS,
Custom Sidebar Menu,Prilagođeni meni bočne trake,
Custom?,Prilagođeno?,
Customization,Prilagođavanje,
Customize Form,Prilagodi obrazac,
Customize Form Field,Prilagodi polje obrasca,
Cyan,Cijan,
DELETE,OBRIŠI,
DESC,OPADAJUĆE,
DLE,DLE,
Daily,Dnevno,
Daily Long,Celodnevno,
Daily Maintenance,Dnevno održavanje,
Danger,Opasno,
Dark,Tamno,
Dark Color,Tamna boja,
Dashboard,Kontrolna tabla,
Dashboard Chart,Grafikon na kontrolnoj tabli,
Dashboard Chart Field,Polje grafikona na kontrolnoj tabli,
Dashboard Chart Link,Link grafikona na kontrolnoj tabli,
Dashboard Chart Source,Izvor grafikona na kontrolnoj tabli,
Dashboard Manager,Menadžer kontrolne table,
Dashboard Name,Naziv kontrolne table,
Dashboard Settings,Podešavanje kontrolne table,
Dashboards,Kontrolne table,
Data,Podaci,
Data Export,Izvoz podataka,
Data Import,Uvoz podatka,
Data Import Log,Evidencija uvoza podataka,
Database,Baza podataka,
Database Engine,Baza podataka,
Database Processes,Procesi baze podataka,
Database Storage Usage By Tables,Iskorišćenost prostora baze podataka po tabelama,
Database Version,Verzija baze podataka,
Date,Datum,
Date Format,Format datuma,
Date Range,Opseg datuma,
Date and Number Format,Format datuma i brojeva,
Datetime,Datum i vreme,
Day,Dan,
Day of Week,Dan u nedelji,
Days After,Dana nakon,
Days Before,Dana pre,
Days Before or After,Dana pre ili nakon,
Debug Log,Debug evidencija,
Default,Podrazumevano,
Default Amendment Naming,Podrazumevano imenovanja izmena,
Default App,Podrazumevana aplikacija,
Default Email Template,Podrazumevani imejl šablon,
Default Incoming,Podrazumevani ulazni,
Default Letter Head,Podrazumevano zaglavlje,
Default Naming,Podrazumevano imenovanje,
Default Outgoing,Podrazumevani izlazni,
Default Portal Home,Podrazumevana početna stranica portala,
Default Print Format,Podrazumevani format štampe,
Default Print Language,Podrazumevani jezik štampanja,
Default Redirect URI,Podrazumevana URI za preusmeravanje,
Default Role at Time of Signup,Podrazumevana uloga pri registraciji,
Default Sort Field,Podrazumevano polje za sortiranje,
Default Sort Order,Podrazumevani red za sortiranje,
Default Template For Field,Podrazumevani šablon za polje,
Default User Role,Podrazumevana uloga korisnika,
Default User Type,Podrazumevana vrsta korisnika,
Default Value,Podrazumevana vrednost,
Default View,Podrazumevani prikaz,
Default Workspace,Podrazumevani radni prostor,
Default display currency,Podrazumevana valuta za prikaz,
"Default: ""Contact Us""","Podrazumevano: ""Kontaktirajte nas""",
DefaultValue,Podrazumevana vrednost,
Defaults,Podrazumevanja podešavanja,
Defines actions on states and the next step and allowed roles.,"Definiše radnje za stanje, sledeći korak i dozvoljene uloge.",
Defines workflow states and rules for a document.,Definiše stanje radnih tokova i pravila za dokument.,
Delayed,Kašnjenje,
Delete,Obriši,
Deleted,Obrisano,
Deleted DocType,Obrisani DocType,
Deleted Document,Obrisani dokument,
Deleted Name,Obrisani naziv,
Deletion Steps ,Koraci za brisanje ,
Delimiter Options,Opcije za razdvajanje,
Delivery Status,Status isporuke,
Deny,Odbij,
Department,Odeljenje,
Dependencies,Zavisnosti,
Depends On,Zavisi od,
Description,Opis,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","Opis za stranicu sa listom, u običnom tekstu, samo par redova (maksimalno 200 karaktera)",
Description to inform the user about any action that is going to be performed,Opis za informisanje korisnika o svakoj radnji koja će biti izvršena,
Designation,Uloga,
Desk Access,Pristup radnoj površini,
Desk Settings,Podešavanje radne površine,
Desk Theme,Tema radne površine,
Desk User,Recepcionar,
Desktop Icon,Ikonica radne površine,
Details,Detalji,
Detect CSV type,Detektuj vrstu CSV fajla,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","Različita ""Stanja"" u kojima dokument može da se nalazi, kao što su ""Otvoreno"", ""Na čekanju za odobrenje"" itd.",
Digits,Brojčano,
Directory Server,Server direktorijuma,
Disable Auto Refresh,Onemogući automatsko osvežavanje,
Disable Automatic Recency Filters,Onemogući automatsko filtriranje prema novijem,
Disable Change Log Notification,Onemogući obaveštenje o izmenama,
Disable Comment Count,Onemogući broj komentara,
Disable Comments,Onemogući komentare,
Disable Contact Us Page,Onemogući stranicu Kontaktirajte nas,
Disable Count,Onemogući brojanje,
Disable Document Sharing,Onemogući deljenje dokumenta,
Disable Likes,Onemogući lajkove,
Disable SMTP server authentication,Onemogući SMTP server autentifikaciju,
Disable Sidebar Stats,Onemogući statistiku u bočnoj traci,
Disable Standard Email Footer,Onemogući standardno imejl podnožje,
Disable System Update Notification,Onemogući obaveštenja o ažuriranju sistema,
Disable Username/Password Login,Onemogući prijavu sa korisničkim imenom i lozinkom,
Disable signups,Onemogući prijavljivanja,
Disabled,Onemogućeno,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,Odricanje od odgovornosti: Ovi indeksi su predloženi na osnovu podataka i upita izvršenih tokom ovog snimanja. Ovi predlozi možda neće biti korisni.,
Discussion Reply,Odgovor na diskusiju,
Discussion Topic,Tema diskusije,
Display,Prikaz,
Display Depends On,Prikaz zavisi od,
Display Depends On (JS),Prikaz zavisi od (JS),
Do Not Create New User ,Nemoj kreirati novog korisnika ,
Do not create new user if user with email does not exist in the system,Nemoj kreirati novog korisnika ukoliko korisnik sa tim imejlom ne postoji u sistemu,
Doc Event,Događaj dokumenta,
Doc Events,Događaji dokumenta,
Doc Status,Status dokumenta,
DocField,DocField,
DocPerm,Dozvola dokumenta,
DocShare,Deljenje dokumenta,
DocType,DocType,
DocType Action,DocType radnja,
DocType Event,DocType događaj,
DocType Layout,DocType raspored,
DocType Layout Field,Polje rasporeda DocType,
DocType Link,DocType link,
DocType State,DocType stanje,
DocType View,DocType prikaz,
DocType is a Table / Form in the application.,DocType je tabela / obrazac u aplikaciji.,
DocType on which this Workflow is applicable.,DocType na koji je radni tok primenjiv.,
Doctype,DocType,
Document,Dokument,
Document Actions,Radnje dokumenta,
Document Follow,Praćenje dokumenta,
Document Link,Link dokumenta,
Document Linking,Povezivanje dokumenta,
Document Links,Linkovi dokumenta,
Document Name,Naziv dokumenta,
Document Naming Rule,Pravilo imenovanja dokumenta,
Document Naming Rule Condition,Uslov pravila imenovanja dokumenta,
Document Naming Settings,Podešavanje imenovanja dokumenata,
Document Share,Deljenje dokumenta,
Document Share Key,Ključ za deljenje dokumenta,
Document Share Key Expiry (in Days),Isticanje ključa za deljenje dokumenta (u danima),
Document Share Report,Izveštaj o deljenju dokumenta,
Document States,Stanja dokumenta,
Document Tag,Oznaka dokumenta,
Document Title,Naslov dokumenta,
Document Type,Vrsta dokumenta,
Document Type to Track,Vrsta dokumenta za praćenje,
Document Types,Vrste dokumenta,
Document Types (Select Permissions Only),Vrste dokumenta (samo odabir dozvola),
Document Types and Permissions,Vrste i dozvole dokumenta,
Documentation Link,Link dokumentacije,
Documentation URL,URL dokumentacije,
Domain,Domen,
Domain Name,Naziv domena,
Domain Settings,Postavke domena,
Domains HTML,HTML domeni,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",Nemojte kodirati HTML tagove poput &lt;script&gt; ili znakove poput &lt; or &gt; jer mogu biti namerno korišćeni u ovom polju,
Don't Override Status,Nemoj izmeniti status,
Don't Send Emails,Ne šalji mejlove,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Nemojte kodirati HTML tagove poput &lt;script&gt; ili znakove poput &lt; or &gt;, jer mogu biti namerno korišćeni u ovom polju",
Donut,Kružni,
Download Backups,Preuzmi rezervne kopije,
Download Template,Preuzmi šablon,
Dropdowns,Padajući meni,
Due Date,Datum dospeća,
Due Date Based On,Datum dospeća zasnovan na,
Duration,Trajanje,
Dynamic,Dinamički,
Dynamic Filters,Dinamički filteri,
Dynamic Filters JSON,Dinamički JSON filteri,
Dynamic Filters Section,Odeljak dinamičkih filtera,
Dynamic Link,Dinamički link,
Dynamic Report Filters,Dinamički filteri izveštaja,
Dynamic Route,Dinamička putanja,
Dynamic Template,Dinamički šablon,
Edit,Uredi,
Edit Values,Uredi vrednosti,
Editable Grid,Tabela koja se može uređivati,
Eg. smsgateway.com/api/send_sms.cgi,Npr. smsgateway.com/api/send_sms.cgi,
Element Selector,Izbor elementa,
Email,Imejl,
Email Account,Imejl nalog,
Email Account Name,Naziv imejl naloga,
Email Address,Imejl adresa,
Email Address whose Google Contacts are to be synced.,Imejl adresa čiji podaci iz Google Contacts treba da budu sinhronizovani.,
Email Domain,Imejl domen,
Email Flag Queue,Red čekanja za označene imejlove,
Email Footer Address,Adresa u podnožju imejla,
Email Group,Imejl grupa,
Email Group Member,Član imejl grupe,
Email Header,Zaglavlje imejla,
Email ID,Imejl ID,
Email IDs,Imejl ID,
Email Id,Imejl ID,
Email Inbox,Prijemna pošta imejla,
Email Queue,Red čekanja za imejlove,
Email Queue Recipient,Primalac u redu čekanja za imejlove,
Email Queue records.,Zapisi u redu čekanja za imejlove.,
Email Reply Help,Pomoć za odgovor na imejl,
Email Retry Limit,Ograničenje ponovnih pokušaja za imejl,
Email Rule,Imejl pravilo,
Email Sent,Imejl poslat,
Email Settings,Podešavanje imejla,
Email Signature,Imejl potpis,
Email Status,Imejl status,
Email Sync Option,Opcija za sinhronizaciju imejla,
Email Template,Imejl šablon,
Email Threads on Assigned Document,Imejl konverzacije na dodeljenom dokumentu,
Email To,Imejl ka,
Email Unsubscribe,Imejl odjava sa pretplate,
Emails,Imejlovi,
Emails will be sent with next possible workflow actions,Imejlovi će biti poslati sa sledećim mogućim radnjama u radnom toku,
Enable,Omogući,
Enable Address Autocompletion,Omogući automatsko dovršavanje adrese,
Enable Auto Reply,Omogući automatski odgovor,
Enable Automatic Linking in Documents,Omogući automatsko povezivanje u dokumentima,
Enable Comments,Omogući komentare,
Enable Dynamic Client Registration,Omogući dinamičku registraciju klijenta,
Enable Email Notification,Omogući imejl obaveštenje,
Enable Email Notifications,Omogući imejl obaveštenja,
Enable Google indexing,Omogući Google indeksiranje,
Enable Incoming,Omogući ulazni,
Enable Onboarding,Omogući uvodnu obuku,
Enable Outgoing,Omogući izlaznu,
Enable Password Policy,Omogući politiku lozinki,
Enable Prepared Report,Omogući pripremljeni izveštaj,
Enable Print Server,Omogući server štampač,
Enable Push Notification Relay,Omogući prosleđivanje obaveštenja,
Enable Rate Limit,Omogući ograničenje operacija,
Enable Raw Printing,Omogući neobrađeno štampanje,
Enable Scheduled Jobs,Omogući zakazane poslove,
Enable Security,Omogući bezbednost,
Enable Social Login,Omogući prijavljivanje putem društvenih mreža,
Enable Social Sharing,Omogući deljenje putem društvenih mreža,
Enable Two Factor Auth,Omogući dvofaktorsku verifikaciju,
Enable email notification for any comment or likes received on your Blog Post.,Omogući obaveštenje putem imejla za svaki komentar ili lajk na Vašoj objavi na blogu.,
"Enable if on click
opens modal.","Omogući ako na klik
otvara modalni prozor.",
Enable in-app website tracking,Omogući praćenje veb-sajta unutar aplikacije,
Enabled,Omogućeno,
Enables Calendar and Gantt views.,Omogući kalendarski i gantogram prikaz.,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Omogućavanjem ovoga registrujete Vaš veb-sajt na centralnom serveru za slanje obaveštenja za sve instalirane aplikacije putem Firebase Cloud Messaging-a. Ovaj server čuva samo tokene korisnika i evidencije grešaka, dok se poruke ne čuvaju.",
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Omogućavanjem ovoga registrujete Vaš veb-sajt na centralnom serveru za slanje obaveštenja za sve instalirane aplikacije putem Firebase Cloud Messaging-a. Ovaj server čuva samo tokene korisnika i evidencije grešaka, dok se poruke ne čuvaju. ",
Enabling this will submit documents in background,Omogućavanjem ovoga će se podneti dokumenti u pozadini,
Encrypt Backups,Šifriraj rezervne kopije,
End Date,Datum završetka,
End Date Field,Polje datuma završetka,
Ended At,Završeno u,
Endpoints,Krajnje tačke,
Ends on,Završava se,
Energy Point,Energetski poen,
Enqueued By,Stavljeno u red od strane,
Enter Form Type,Unesite vrstu obrasca,
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Unesite polja sa podrazumevanim vrednostima (ključevi) i vrednostima. Ukoliko dodate više vrednosti za neko polje, prva će biti izabrana. Ove podrazumevane vrednosti se takođe koriste za postavljanje pravila za ""podudaranje"" dozvola. Da biste videli listu polja, idite na ""Prilagodi obrazac"".",
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Unesite statičke URL parametre (npr. sender=ERPNext, username=ERPNext, password=1234 itd.)",
Enter url parameter for message,Unesite URL parametar za poruku,
Enter url parameter for receiver nos,Unesite URL parametar za brojeve primaoca,
Error,Greška,
Error Log,Evidencija grešaka,
Error Message,Poruka o grešci,
Errors,Greške,
Event,Događaj,
Event Category,Kategorija događaja,
Event Frequency,Učestalost događaja,
Event Participants,Učesnici događaja,
Event Reminders,Podsetnici za događaj,
Event Type,Vrsta događaja,
Everyone,Svi,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Primer: ""boje"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Identične kopije,
Example,Primer,
"Example: ""/desk""","Primer: ""/desk""",
Example: #Tree/Account,Primer: #Stablo/Račun,
Example: 00001,Primer: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Primer: Ukoliko je ovo podešeno na 24:00, korisnik će automatski biti odjavljen ukoliko ne bude aktivan tokom 24:00 časova.",
Example: {{ subject }},Primer: {{ subject }},
Excel,Excel,
Exception,Izuzetak,
Execute,Izvrši,
Executive,Executive,
